id	id_2	coAuth
100917680	0	Wyon, John B..
100917680	0	Sutherland, D. G. (Donald G.)
100917680	0	Sutherland, D. G.
100917680	0	Leys, Katherine F..
100929224	0	Yates, Rebecca
100929224	0	Wiens, Rainer
100929224	0	Salzman, Glen
100929224	0	Ohashi, René
100929224	0	Glassbourg, Michael 1951-
100929224	0	Carrey, Jim 1962-
100940199	0	Shaw, Keith
100940199	0	Rusnak, Josef
100940199	0	Riddell, Brad
100940199	0	Oblowitz, Michael
100940199	0	Muscat, Joseph C.
100940199	0	Bourque, Jason
100940199	0	Wunsch, Robert J.
100940199	0	Steen, Jessica 1965-
100940199	0	Snipes, Wesley 1962-
100940199	0	Ransom, Joel
100951303	0	Gómez Fernández, Luis Antonio
100967297	0	Soubiran, André (1910-1999).
100967297	0	médecine : Paris
100982838	0	Tröger, Erika
100982838	0	Rost, Gottfried 1931-
100982838	0	Deutsche Bibliothek
100982838	0	Troeger, Erika
100982838	0	Jahns, Yvonne
100982838	0	Deutsche Nationalbibliothek
